CustomerID,Recency_log,Frequency_log,Monetary_log,AvgOrderValue_log,Recency_log_scaled,Frequency_log_scaled,Monetary_log_scaled,AvgOrderValue_log_scaled
12346,5.7899601708972535,0.6931471805599453,9.892501819739321,7.6168551362605195,1.4622278200271983,-0.9740997108713534,2.7243036665960148,2.811751853067157
12347,1.0986122886681098,2.0794415416798357,8.368925174747135,6.424405846500164,-2.0388904760526243,1.1109521015655799,1.469393595271512,1.1113410235534082
12348,4.330733340286331,1.6094379124341003,7.494563687769957,6.109936234478222,0.3732176073897778,0.4040445742067452,0.7492164780963164,0.6629131210615873
12349,2.995732273553991,0.6931471805599453,7.472244884833674,7.472244884833674,-0.6230838346174983,-0.9740997108713534,0.7308333592183079,2.605540285249181
12350,5.739792912179234,0.6931471805599453,5.815323849389109,5.815323849389109,1.4247883651474698,-0.9740997108713534,-0.6339072343075742,0.24280126019152815
12352,3.6109179126442243,2.1972245773362196,7.826858053356099,5.750204758242746,-0.1639753330580368,1.2881033176834014,1.0229142585060276,0.149942629854618
12353,5.3230099791384085,0.6931471805599453,4.499809670330265,4.499809670330265,1.1137463386351045,-0.9740997108713534,-1.7174444476780213,-1.6330978456732554
12354,5.4510384535657,0.6931471805599453,6.985086621918461,6.985086621918461,1.2092930440786565,-0.9740997108713534,0.3295802864105489,1.910861531979421
12355,5.3706380281276624,0.6931471805599453,6.132095676847728,6.132095676847728,1.1492908000370226,-0.9740997108713534,-0.37299475714648755,0.6945120796962693
12356,3.1780538303479458,1.3862943611198906,7.941804157314053,6.8439027447239775,-0.487018602559337,0.06842619534711333,1.1175908367999208,1.709535911011099
12357,3.5263605246161616,0.6931471805599453,8.733701981297274,7.6168551362605195,-0.22707988759665748,-0.9740997108713534,1.7698458828738253,2.811751853067157
12358,1.0986122886681098,1.0986122886681098,7.063955286074528,6.371663127968259,-2.0388904760526243,-0.36426114970320933,0.39454129857010833,1.03613087370488
12359,4.07753744390572,1.6094379124341003,8.750054175177759,7.364235059332974,0.18425937884560206,0.4040445742067452,1.7833145408874012,2.4515202539133494
12360,3.970291913552122,1.3862943611198906,7.887231116540211,6.789369561749692,0.10422283115829815,0.06842619534711333,1.0726411726560154,1.6317725916870833
12361,5.662960480135946,0.6931471805599453,5.251749730731702,5.251749730731702,1.36744888823977,-0.9740997108713534,-1.0981010375964382,-0.5608451026582584
12362,1.3862943611198906,2.3978952727983707,8.56163678004062,6.260771959732571,-1.8241954688606818,1.5899214661308456,1.6281225539614423,0.8780021004441825
12363,4.709530201312334,1.0986122886681098,6.315358001522335,5.6240175061873385,0.6559109087455451,-0.36426114970320933,-0.22204879871084549,-0.029998078554640876
12364,2.1972245773362196,1.6094379124341003,7.180907299649593,5.79689326788511,-1.2190042342490421,0.4040445742067452,0.490870065606165,0.21651958880076178
12365,5.676753802268282,1.0986122886681098,6.465180028897591,5.773588348900164,1.3777427427339493,-0.36426114970320933,-0.0986462960028648,0.18328720150913339
12367,1.6094379124341003,0.6931471805599453,5.135210028677887,5.135210028677887,-1.6576650836130231,-0.9740997108713534,-1.194090199872708,-0.7270285816055589
12370,3.9512437185814275,1.6094379124341003,8.172712169921061,6.787264204897337,0.09000730385284804,0.4040445742067452,1.3077806717009053,1.6287703914069733
12371,3.828641396489095,1.0986122886681098,7.543781692052325,6.851163763248618,-0.0014899041553920545,-0.36426114970320933,0.789755409608195,1.7198899903322242
12372,4.290459441148391,1.3862943611198906,7.169380809114137,6.072306934952083,0.3431614937384243,0.06842619534711333,0.48137614936144324,0.6092544296851832
12373,5.7430031878094825,0.6931471805599453,5.901539839579995,5.901539839579995,1.4271841701541925,-0.9740997108713534,-0.5628945190921127,0.365743681858195
12374,3.258096538021482,0.6931471805599453,6.6119469443852195,6.6119469443852195,-0.4272833206449144,-0.9740997108713534,0.022239831379063893,1.3787711914951695
12375,2.4849066497880004,1.0986122886681098,6.127960291696519,5.436991761235796,-1.0043092270570995,-0.36426114970320933,-0.37640091100957984,-0.29669336265967083
12377,5.755742213586912,1.0986122886681098,7.395795270713971,6.703261730162972,1.436691211060824,-0.36426114970320933,0.6678648232913352,1.5089844022074035
12378,4.875197323201151,0.6931471805599453,8.29645175271804,7.6168551362605195,0.7795470589660275,-0.9740997108713534,1.4097000921539653,2.811751853067157
